"","addr_state","grade","year(issue_d)","sum(loan_amnt)","sum(total_pymnt)","mean(int_rate)","mean(UNEMP_RATE_ISSUE_DT)","mean(AGE)","mean(fico_range_low)"
"304","CT","B",2007,5000,5778.0878094782,9.64,4.5,1096,710
"305","CT","B",2008,66800,74718.1358145062,10.1557142857143,5.72857142857143,708.428571428571,733.571428571429
"306","CT","B",2009,280225,321172.436268065,11.8359259259259,8.46666666666667,889.37037037037,717.962962962963
"307","CT","B",2010,607150,687730.90447583,10.7188888888889,9.09814814814815,879,724.62962962963
"308","CT","B",2011,797675,870482.003804351,11.1306578947368,8.70657894736842,786.907894736842,704.276315789474
"309","CT","B",2012,2525900,2815290.534237,12.1455,8.34625,NA,696.729166666667
"310","CT","B",2013,8227325,9147271.317189,11.7897096774194,7.63629032258065,790.893548387097,696.225806451613
"311","CT","B",2014,9923625,10345656.6055576,11.1095679796696,6.54459974587039,737.306226175349,692.712833545108
"312","CT","B",2015,17268050,12296472.3122648,9.95922684172137,5.57892049598833,NA,689.978118161926
"313","CT","C",2007,15450,18185.5444041212,10.91,4.9,1096,685
"314","CT","C",2008,75775,83910.0499741496,12.19,5.75,1075.5,691.666666666667
"315","CT","C",2009,203900,237179.225392326,13.36,8.22631578947368,823.315789473684,694.210526315789
"316","CT","C",2010,307700,353105.19464486,13.4485294117647,9.10882352941177,803.235294117647,691.617647058824
"317","CT","C",2011,349500,364408.271253038,13.8425714285714,8.66285714285714,874.171428571429,687.714285714286
"318","CT","C",2012,1876875,2117407.082512,15.2176433121019,8.36751592356688,738.675159235669,680.987261146497
"319","CT","C",2013,4303775,4851883.030393,15.357134502924,7.61842105263158,746.710526315789,683.786549707602
"320","CT","C",2014,7755775,8279863.06915128,14.0324237804878,6.5375,724.181402439024,682.172256097561
"321","CT","C",2015,13913300,10188473.1988241,13.250563002681,5.59651474530831,NA,684.057193923146
"322","CT","D",2008,103150,81684.816826927,13.09625,5.275,509.875,679.375
"323","CT","D",2009,93850,114647.800170743,14.82125,8.275,909.125,688.75
"324","CT","D",2010,205775,238725.567291896,15.0873684210526,9.11052631578947,817.421052631579,675.789473684211
"325","CT","D",2011,194400,223142.768946823,16.243,8.655,776.75,671
"326","CT","D",2012,1248375,1370254.678973,18.2736263736264,8.36483516483517,716.395604395604,671.868131868132
"327","CT","D",2013,2171950,2442807.226457,18.670306122449,7.64387755102041,744.510204081633,677.627551020408
"328","CT","D",2014,3055375,3149801.61906898,16.9222807017544,6.50877192982456,660.333333333333,679.070175438596
"329","CT","D",2015,5938675,4596893.23512312,16.6070299145299,5.60619658119658,499.213675213675,678.034188034188
"330","CT","E",2009,76000,68165.6159066167,16.974,8.2,578,686
"331","CT","E",2010,116250,144536.778197247,16.95625,9.1375,795.5,678.75
"332","CT","E",2011,33000,43150.5161473423,18.34,8.76666666666667,1096,678.333333333333
"333","CT","E",2012,240525,295068.979248,21.1328571428571,8.32857142857143,806.071428571429,666.785714285714
"334","CT","E",2013,494000,561551.245308,21.5339285714286,7.625,670.464285714286,679.375
"335","CT","E",2014,1235850,1395525.07167521,20.4558260869565,6.55217391304348,660.365217391304,675.347826086957
"336","CT","E",2015,1813800,1421432.84895746,19.0331538461538,5.56461538461538,500.853846153846,677.807692307692
"337","CT","F",2010,61000,58781.7149152088,19.4133333333333,9.1,548,661.666666666667
"338","CT","F",2011,9000,11754.3744059932,18.25,9.2,1096,670
"339","CT","F",2012,28150,37099.935507,23.0033333333333,8.3,608,696.666666666667
"340","CT","F",2013,91875,100736.98606,24.4866666666667,7.21666666666667,552.333333333333,666.666666666667
"341","CT","F",2014,221500,213530.475167937,23.8933333333333,6.60416666666667,744.5,677.5
"342","CT","F",2015,258325,224480.140000217,23.6468421052632,5.67894736842105,454.947368421053,672.631578947368
"343","CT","G",2009,5000,5242.6976564631,19.82,8.9,90,690
"344","CT","G",2010,8000,2994.3,20.52,9,304,675
"345","CT","G",2013,3825,5544.114969,25.8,7.2,1158,670
"346","CT","G",2014,18000,21841.53,25.8,6.4,334,660
"347","CT","G",2015,30875,20565.28,26.4275,5.575,532.75,670
"348","DC","A",2008,7000,7892.5057646808,8,6,1064,795
"349","DC","A",2009,70700,76009.830198333,8.88875,8.975,722,760
"350","DC","A",2010,90700,97470.5310738395,7.03769230769231,9.3,658.384615384615,753.846153846154
"351","DC","A",2011,199900,216475.258501558,6.87590909090909,10.1818181818182,740.227272727273,749.772727272727
"352","DC","A",2012,449825,469930.799349,7.59431818181818,9.00681818181818,827.681818181818,735.909090909091
"353","DC","A",2013,913800,986203.134367,7.37492307692308,8.43846153846154,758.415384615385,730.153846153846
"354","DC","A",2014,2374900,2439685.13622591,7.2940243902439,7.77134146341463,747.676829268293,717.469512195122
"355","DC","A",2015,3510950,2520496.87656431,6.76134529147982,6.81614349775785,533.946188340807,720.313901345291
"356","DC","B",2008,42500,47035.6598702492,10.41,6.5,933,720
"357","DC","B",2009,109100,116712.723675592,11.87125,9.5125,821.875,728.125
"358","DC","B",2010,222450,251995.70525006,10.840625,9.43125,789.875,722.8125
"359","DC","B",2011,379400,434505.010742045,11.0108333333333,10.1666666666667,815.611111111111,704.305555555556
"360","DC","B",2012,609600,685615.242964,12.3030909090909,8.97636363636364,804.781818181818,695.545454545455
"361","DC","B",2013,1524750,1699323.902527,11.7312612612613,8.47747747747748,803.234234234234,693.063063063063
"362","DC","B",2014,2049025,2150401.6179148,10.9361538461538,7.76293706293706,702.678321678322,686.783216783217
"363","DC","B",2015,2722150,2143128.98142607,9.90252380952381,6.85761904761905,532.685714285714,687.142857142857
"364","DC","C",2008,7500,8185.5830173543,11.34,6.2,334,685
"365","DC","C",2009,133650,148049.859149394,13.508,9.21,870,715
"366","DC","C",2010,90700,108065.51558111,13.2916666666667,9.43333333333333,936.166666666667,687.083333333333
"367","DC","C",2011,106925,126645.306941514,13.8975,10.1416666666667,860.083333333333,687.916666666667
"368","DC","C",2012,249125,295807.279558,15.16375,8.88333333333333,774.125,682.5
"369","DC","C",2013,798500,923971.84459,15.3122222222222,8.42539682539683,802.428571428571,686.904761904762
"370","DC","C",2014,1363900,1450279.15762533,14.0745045045045,7.76036036036036,654.792792792793,681.306306306306
"371","DC","C",2015,2516800,1984643.29284466,13.1903723404255,6.83404255319149,NA,682.287234042553
"372","DC","D",2008,27000,11084.4831126556,12.9433333333333,6.16666666666667,537.333333333333,665
"373","DC","D",2009,64000,77997.9870598063,14.4475,9.625,890.25,688.75
"374","DC","D",2010,113400,137611.470192752,15.1244444444444,9.35555555555556,896.777777777778,679.444444444444
"375","DC","D",2011,67300,65028.5553814457,15.9983333333333,10.2833333333333,761.333333333333,675.833333333333
"376","DC","D",2012,325175,389007.076021,18.095,9.05,755.95,675.75
"377","DC","D",2013,639625,732458.341985,18.3989795918367,8.50408163265306,726.326530612245,683.265306122449
"378","DC","D",2014,530650,529292.557528933,16.9826315789474,7.73684210526316,621.578947368421,675.526315789474
"379","DC","D",2015,822100,651039.755460174,16.7269565217391,6.84202898550725,463.985507246377,678.768115942029
"380","DC","E",2010,18000,20091.7927940554,17.93,9.4,306,690
"381","DC","E",2011,25000,32412.9360880108,17.75,10,1127,677.5
"382","DC","E",2012,100100,133701.874051,20.6571428571429,8.84285714285714,973.428571428571,674.285714285714
"383","DC","E",2013,116125,131328.885615,21.9464285714286,8.43571428571429,600.214285714286,673.571428571429
"384","DC","E",2014,176475,190500.274204586,20.7747368421053,7.77368421052632,704.789473684211,679.736842105263
"385","DC","E",2015,271750,266209.683673611,19.2226086956522,6.93913043478261,543.739130434783,680.217391304348
"386","DC","F",2009,5500,7270.5752588021,19.13,10,1096,660
"387","DC","F",2011,30000,39381.2571208816,18.62,10.2,1126,720
"388","DC","F",2013,38600,54540.092768,24.745,8,761.5,667.5
"389","DC","F",2014,54475,52403.730000039,24.40875,7.8,559.125,675.625
"390","DC","F",2015,57425,35971.06,24.8266666666667,6.9,497.666666666667,681.666666666667
"391","DE","A",2007,6000,6208.9429220884,7.43,3.6,213,775
"392","DE","A",2009,36600,41010.5781391985,8.745,8.51666666666667,715.333333333333,751.666666666667
"393","DE","A",2010,41750,45691.3236218976,7.175,8.275,676.75,760
"394","DE","A",2011,101800,111231.25170317,6.69666666666667,7.38333333333333,799.166666666667,758.333333333333
"395","DE","A",2012,268975,262721.39779,7.6862962962963,7.18888888888889,811.222222222222,732.777777777778
"396","DE","A",2013,512825,558003.54963,7.51818181818182,6.57272727272727,816.121212121212,733.030303030303
"397","DE","A",2014,1210300,1205352.63604147,7.49644444444445,5.58666666666667,721.477777777778,720.222222222222
"398","DE","A",2015,2731700,1951525.17732069,6.92301507537688,4.81557788944724,553.8391959799,716.934673366834
"399","DE","B",2008,56000,32886.1822481199,10.742,5.3,760.2,723
"400","DE","B",2009,56700,64463.196288729,11.618,8.5,718.2,721
"401","DE","B",2010,124600,128843.431906017,10.6591666666667,8.41666666666667,712.75,720.833333333333
"402","DE","B",2011,119825,138584.075976977,10.7178571428571,7.51428571428571,894,710.714285714286
"403","DE","B",2012,290350,329171.168863,11.9635714285714,7.20714285714286,853.928571428571,700
"404","DE","B",2013,1355150,1529401.25589,11.9269911504425,6.65840707964602,780.336283185841,697.256637168142
"405","DE","B",2014,1541900,1586584.46038838,10.9447154471545,5.67560975609756,712.967479674797,692.642276422764
"406","DE","B",2015,3071275,2226104.86288597,9.96689516129032,4.7991935483871,527.685483870968,690.927419354839
"407","DE","C",2009,22500,9436.8600037103,13.2833333333333,8.4,395.666666666667,696.666666666667
"408","DE","C",2010,34750,42306.5437501272,13.2775,8.325,1088,680
"409","DE","C",2011,58575,66201.6748423896,13.9,7.4625,840.875,677.5
"410","DE","C",2012,279175,303605.384577,15.32,7.2,665.409090909091,681.590909090909
"411","DE","C",2013,765500,869506.631195,15.4098214285714,6.61607142857143,699.464285714286,688.660714285714
"412","DE","C",2014,1323950,1404068.9141643,14.1287931034483,5.72327586206897,674.879310344828,683.577586206897
"413","DE","C",2015,2677275,2051249.23803038,13.2782051282051,4.81196581196581,NA,681.645299145299
"414","DE","D",2008,8500,10391.5679172835,13.55,4,1095,660
"415","DE","D",2009,39000,40165.2435025076,14.9466666666667,7.8,922.666666666667,693.333333333333
"416","DE","D",2010,27400,33740.3331597008,15.1475,8.3,837.5,672.5
"417","DE","D",2011,33200,41574.9369365603,16.105,7.475,958.25,678.75
"418","DE","D",2012,127000,142060.198401,18.3772727272727,7.26363636363636,NA,672.272727272727
"419","DE","D",2013,553825,640989.474806,18.7948837209302,6.51860465116279,718.255813953488,680.697674418605
"420","DE","D",2014,563100,581159.402326353,16.9277192982456,5.62105263157895,675.982456140351,677.894736842105
"421","DE","D",2015,986800,766198.910209663,16.6728571428571,4.81868131868132,NA,677.417582417582
"422","DE","E",2010,13500,17340.7510597161,17.005,8.45,1111.5,660
"423","DE","E",2012,50400,68320.60659,20.985,7.25,1095,670
"424","DE","E",2013,62925,80336.769284,21.528,6.46,651.6,672
"425","DE","E",2014,273075,302385.662669563,20.34,5.65909090909091,681,677.045454545455
"426","DE","E",2015,240050,190845.61,19.4657142857143,4.87142857142857,523.238095238095,684.52380952381
"427","DE","F",2013,8000,11155.21,23.5,6.6,974,685
"428","DE","F",2014,36200,43528.34,24.328,5.5,584,669
"429","DE","F",2015,98175,73733.3500006568,24.4614285714286,4.84285714285714,390.142857142857,676.428571428571
"430","DE","G",2014,7125,8151.84,25.89,5.5,212,675
"431","FL","A",2007,7800,8330.0050461166,7.59,4.8,365,765
"432","FL","A",2008,160225,162221.312976857,8.34375,6.4125,861.833333333333,756.666666666667
"433","FL","A",2009,640725,667998.858356118,8.58655555555556,10.7355555555556,839.977777777778,754.5
"434","FL","A",2010,1480825,1492850.32648982,7.21937142857143,10.8548571428571,838.554285714286,753.114285714286
"435","FL","A",2011,3753200,3956931.39152227,7.04532374100719,9.71342925659472,812.589928057554,748.609112709832
"436","FL","A",2012,8735025,9285721.292951,7.575875,8.33775,NA,741
"437","FL","A",2013,15451900,16715417.152843,7.6745183044316,6.99306358381503,804.888246628131,731.160886319846
"438","FL","A",2014,30125550,30368982.6161525,7.48712044300877,6.11795108444855,731.842178126442,716.977388094139
"439","FL","A",2015,64386050,46444577.0057248,6.93045895281189,5.30831717302306,534.015729368671,716.481361775479
"440","FL","B",2007,76500,52764.6676079992,9.32888888888889,4.61111111111111,602.333333333333,730.555555555556
"441","FL","B",2008,255875,197618.621185581,10.3825925925926,6.53703703703704,722.37037037037,719.62962962963
"442","FL","B",2009,964125,1027446.11712927,11.7480208333333,10.7791666666667,NA,725.208333333333
"443","FL","B",2010,1856800,1972044.57906708,10.712722513089,10.9089005235602,833.272251308901,716.623036649215
"444","FL","B",2011,3218200,3449300.67965553,11.0290581717452,9.65429362880886,785.437673130194,704.072022160665
"445","FL","B",2012,13577300,14694177.688121,12.1947641144625,8.26736272235112,NA,697.652745552978
"446","FL","B",2013,33511275,36960669.514813,11.7976256564141,7.0129407351838,768.323330832708,694.823705926482
"447","FL","B",2014,43367075,44865054.1580246,11.154220636663,6.16643798024149,709.008232711306,690.42124039517
"448","FL","B",2015,80166000,58425804.0181515,10.0025743604997,5.2861986912552,NA,688.358863771565
"449","FL","C",2007,83650,71561.9174940639,10.94875,4.7375,856.125,693.125
"450","FL","C",2008,220625,203033.503932377,11.8753846153846,6.83846153846154,657.384615384615,693.269230769231
"451","FL","C",2009,851550,868236.591411694,13.3242696629213,10.752808988764,818.011235955056,693.314606741573
"452","FL","C",2010,1083850,1190234.95263256,13.567131147541,10.8934426229508,NA,688.975409836066
"453","FL","C",2011,1375750,1526116.7400419,14.0055421686747,9.65421686746988,781.765060240964,683.795180722892
"454","FL","C",2012,8536650,9442979.319875,15.2225495049505,8.2529702970297,NA,679.405940594059
"455","FL","C",2013,21213075,23808929.304783,15.3804143646409,7.01828729281768,NA,683.049723756906
"456","FL","C",2014,36341175,37739039.3224497,14.0711563100577,6.1391736066624,NA,682.008327994875
"457","FL","C",2015,63988725,47733040.0620605,13.2535811648079,5.307824393698,NA,682.6526818906
"458","FL","D",2007,62000,48008.6968198732,12.298,4.66,700.4,681
"459","FL","D",2008,130350,128968.922590863,13.3553846153846,6.89230769230769,968.769230769231,671.923076923077
"460","FL","D",2009,419725,462299.08171141,14.8990909090909,10.6204545454545,862.590909090909,682.840909090909
"461","FL","D",2010,873900,982584.397529962,15.1024358974359,10.9064102564103,822.846153846154,677.307692307692
"462","FL","D",2011,795450,875865.611261988,16.1398863636364,9.74318181818182,802.636363636364,672.159090909091
"463","FL","D",2012,4744775,5271236.679652,18.2239466666667,8.23973333333333,761.421333333333,670.706666666667
"464","FL","D",2013,10446775,11583099.730818,18.6309193245779,7.03358348968105,NA,678.822701688555
"465","FL","D",2014,16443500,16843250.0367017,17.0066710268149,6.11595814257685,NA,677.174623937214
"466","FL","D",2015,29766450,22674562.7648471,16.6578003992016,5.3299001996008,NA,679.335329341317
"467","FL","E",2007,30250,31785.8254867064,13.905,4.45,625.5,682.5
"468","FL","E",2008,57750,48379.1780469604,14.9525,6.75,897.25,670
"469","FL","E",2009,253700,222674.700294984,16.5994444444444,10.6666666666667,725.388888888889,677.777777777778
"470","FL","E",2010,189050,180912.528333501,16.2577777777778,10.9277777777778,695.166666666667,678.055555555556
"471","FL","E",2011,274250,302056.062460929,18.7295454545455,9.63636363636364,762.727272727273,671.818181818182
"472","FL","E",2012,688275,748650.883829,21.0408333333333,8.19722222222222,728.916666666667,671.111111111111
"473","FL","E",2013,2130275,2305995.666244,21.5065254237288,6.98432203389831,NA,676.716101694915
"474","FL","E",2014,4965700,4944060.24683988,20.3581656804734,6.13984220907298,NA,677.790927021696
"475","FL","E",2015,8815600,6757154.09729404,19.1500661375661,5.31560846560847,NA,677.645502645503
"476","FL","F",2008,24000,10347.96,16.08,5.7,671,675
"477","FL","F",2009,61000,60787.165040407,17.952,10.44,761,683
"478","FL","F",2010,102000,110458.856462087,18.94,10.9142857142857,809.142857142857,667.857142857143
"479","FL","F",2011,55000,30288.4347848517,19.1875,10.225,456,665
"480","FL","F",2012,49550,61745.399254,23.12,8.34,590.8,668
"481","FL","F",2013,234200,242492.634446,23.7660465116279,6.97441860465116,NA,672.325581395349
"482","FL","F",2014,1586300,1674234.96693142,24.2293406593407,6.17967032967033,633.417582417582,673.543956043956
"483","FL","F",2015,1036075,826211.411770365,23.5874545454545,5.32090909090909,NA,675.727272727273
